"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"3O2Y2UIUDWK5Q86ZMPTVSDBSSH4KFO","3FSCUW4D37AW8NXCQA7DAEEA584SSK","What Makes Photographs Iconic?","The purpose of this study is to understand what makes photographs iconic. The answers you provide will be used for a research study testing hypotheses on the power of images being conducted at the University of Notre Dame.","survey, photograph opinions","$2.00","Thu Oct 22 19:50:19 PDT 2020","1830","BatchId:4227104;OriginalHitTemplateId:920937340;","3600","86400","Thu Nov 05 18:50:19 PST 2020","","","3018Q3ZVOPGZ350GRVL238I2UIHARO","A2Y1JOG6AASNE9","Rejected","Thu Oct 22 19:59:46 PDT 2020","Thu Oct 22 20:27:29 PDT 2020","Fri Oct 23 20:27:29 PDT 2020","","Fri Oct 23 19:35:27 PDT 2020","suspcious responses, doubts about qualifiations for study, possible mischaracterization of identity.","1663","0% (0/1)","0% (0/1)","0% (0/0)","97072"
"3O2Y2UIUDWK5Q86ZMPTVSDBSSH4KFO","3FSCUW4D37AW8NXCQA7DAEEA584SSK","What Makes Photographs Iconic?","The purpose of this study is to understand what makes photographs iconic. The answers you provide will be used for a research study testing hypotheses on the power of images being conducted at the University of Notre Dame.","survey, photograph opinions","$2.00","Thu Oct 22 19:50:19 PDT 2020","1830","BatchId:4227104;OriginalHitTemplateId:920937340;","3600","86400","Thu Nov 05 18:50:19 PST 2020","","","3018Q3ZVOPGZ350GRVL238I2UN0RAY","A32XN2SU6KIQM9","Approved","Fri Oct 23 19:54:50 PDT 2020","Fri Oct 23 20:05:52 PDT 2020","Sat Oct 24 20:05:52 PDT 2020","Sat Oct 24 19:01:49 PDT 2020","","","662","100% (1/1)","100% (1/1)","0% (0/0)","21228"
"3O2Y2UIUDWK5Q86ZMPTVSDBSSH4KFO","3FSCUW4D37AW8NXCQA7DAEEA584SSK","What Makes Photographs Iconic?","The purpose of this study is to understand what makes photographs iconic. The answers you provide will be used for a research study testing hypotheses on the power of images being conducted at the University of Notre Dame.","survey, photograph opinions","$2.00","Thu Oct 22 19:50:19 PDT 2020","1830","BatchId:4227104;OriginalHitTemplateId:920937340;","3600","86400","Thu Nov 05 18:50:19 PST 2020","","","304SM51WAAUGNU5LCYL3OT74Y3MBSB","A3O00K7Q34WM1E","Approved","Thu Oct 22 20:09:17 PDT 2020","Thu Oct 22 20:22:57 PDT 2020","Fri Oct 23 20:22:57 PDT 2020","Fri Oct 23 19:35:58 PDT 2020","","","820","100% (1/1)","100% (1/1)","0% (0/0)","58289"
"3O2Y2UIUDWK5Q86ZMPTVSDBSSH4KFO","3FSCUW4D37AW8NXCQA7DAEEA584SSK","What Makes Photographs Iconic?","The purpose of this study is to understand what makes photographs iconic. The answers you provide will be used for a research study testing hypotheses on the power of images being conducted at the University of Notre Dame.","survey, photograph opinions","$2.00","Thu Oct 22 19:50:19 PDT 2020","1830","BatchId:4227104;OriginalHitTemplateId:920937340;","3600","86400","Thu Nov 05 18:50:19 PST 2020","","","308Q0PEVBF385NNS92DTTL6R14G9I4","A3G5OWGKHW6OL5","Approved","Thu Oct 22 19:55:51 PDT 2020","Thu Oct 22 20:09:30 PDT 2020","Fri Oct 23 20:09:30 PDT 2020","Fri Oct 23 19:35:33 PDT 2020","","","819","100% (1/1)","100% (1/1)","0% (0/0)","17036"
"3O2Y2UIUDWK5Q86ZMPTVSDBSSH4KFO","3FSCUW4D37AW8NXCQA7DAEEA584SSK","What Makes Photographs Iconic?","The purpose of this study is to understand what makes photographs iconic. The answers you provide will be used for a research study testing hypotheses on the power of images being conducted at the University of Notre Dame.","survey, photograph opinions","$2.00","Thu Oct 22 19:50:19 PDT 2020","1830","BatchId:4227104;OriginalHitTemplateId:920937340;","3600","86400","Thu Nov 05 18:50:19 PST 2020","","","308Q0PEVBF385NNS92DTTL6R14GI9D","A2CSY8MFSEVQ23","Approved","Thu Oct 22 19:59:23 PDT 2020","Thu Oct 22 20:05:30 PDT 2020","Fri Oct 23 20:05:30 PDT 2020","Fri Oct 23 19:35:59 PDT 2020","","","367","100% (1/1)","100% (1/1)","0% (0/0)","61107"
"3O2Y2UIUDWK5Q86ZMPTVSDBSSH4KFO","3FSCUW4D37AW8NXCQA7DAEEA584SSK","What Makes Photographs Iconic?","The purpose of this study is to understand what makes photographs iconic. The answers you provide will be used for a research study testing hypotheses on the power of images being conducted at the University of Notre Dame.","survey, photograph opinions","$2.00","Thu Oct 22 19:50:19 PDT 2020","1830","BatchId:4227104;OriginalHitTemplateId:920937340;","3600","86400","Thu Nov 05 18:50:19 PST 2020","","","308Q0PEVBF385NNS92DTTL6R19DI9K","A150POQQ81ZRN9","Rejected","Fri Oct 23 22:31:26 PDT 2020","Fri Oct 23 22:37:35 PDT 2020","Sat Oct 24 22:37:35 PDT 2020","","Sat Oct 24 19:01:10 PDT 2020","The majority of data we received came from non US or North American ISP addresses. To participate in this study it was clearly stated that you must be an American citizen. This data came from a non-U.S. ISP, suggesting these data may be based","369","0% (0/1)","0% (0/1)","0% (0/0)","28166"
"3O2Y2UIUDWK5Q86ZMPTVSDBSSH4KFO","3FSCUW4D37AW8NXCQA7DAEEA584SSK","What Makes Photographs Iconic?","The purpose of this study is to understand what makes photographs iconic. The answers you provide will be used for a research study testing hypotheses on the power of images being conducted at the University of Notre Dame.","survey, photograph opinions","$2.00","Thu Oct 22 19:50:19 PDT 2020","1830","BatchId:4227104;OriginalHitTemplateId:920937340;","3600","86400","Thu Nov 05 18:50:19 PST 2020","","","308XBLVESPU4MF58X9LYYJ28C01RBZ","A5T9IFDZ3W4T6","Approved","Thu Oct 22 19:52:32 PDT 2020","Thu Oct 22 20:01:46 PDT 2020","Fri Oct 23 20:01:46 PDT 2020","Fri Oct 23 19:44:41 PDT 2020","","","554","100% (1/1)","100% (1/1)","0% (0/0)","91401"
"3O2Y2UIUDWK5Q86ZMPTVSDBSSH4KFO","3FSCUW4D37AW8NXCQA7DAEEA584SSK","What Makes Photographs Iconic?","The purpose of this study is to understand what makes photographs iconic. The answers you provide will be used for a research study testing hypotheses on the power of images being conducted at the University of Notre Dame.","survey, photograph opinions","$2.00","Thu Oct 22 19:50:19 PDT 2020","1830","BatchId:4227104;OriginalHitTemplateId:920937340;","3600","86400","Thu Nov 05 18:50:19 PST 2020","","","30BUDKLTXKLDOVJUATALWQ3XNFQE59","A7NYDMF5BMLB7","Approved","Thu Oct 22 19:54:29 PDT 2020","Thu Oct 22 20:06:17 PDT 2020","Fri Oct 23 20:06:17 PDT 2020","Fri Oct 23 19:44:41 PDT 2020","","","708","100% (1/1)","100% (1/1)","0% (0/0)","91250"
"3O2Y2UIUDWK5Q86ZMPTVSDBSSH4KFO","3FSCUW4D37AW8NXCQA7DAEEA584SSK","What Makes Photographs Iconic?","The purpose of this study is to understand what makes photographs iconic. The answers you provide will be used for a research study testing hypotheses on the power of images being conducted at the University of Notre Dame.","survey, photograph opinions","$2.00","Thu Oct 22 19:50:19 PDT 2020","1830","BatchId:4227104;OriginalHitTemplateId:920937340;","3600","86400","Thu Nov 05 18:50:19 PST 2020","","","30BXRYBRPBNJLOPGWV507TDNZSLWHN","A1IFFW27BDO8LY","Rejected","Thu Oct 22 19:53:23 PDT 2020","Thu Oct 22 20:02:50 PDT 2020","Fri Oct 23 20:02:50 PDT 2020","","Fri Oct 23 19:34:44 PDT 2020","Nonsensical answers, incomplete answers, suspected coordination, or data problems","567","0% (0/1)","0% (0/1)","0% (0/0)","43689"
"3O2Y2UIUDWK5Q86ZMPTVSDBSSH4KFO","3FSCUW4D37AW8NXCQA7DAEEA584SSK","What Makes Photographs Iconic?","The purpose of this study is to understand what makes photographs iconic. The answers you provide will be used for a research study testing hypotheses on the power of images being conducted at the University of Notre Dame.","survey, photograph opinions","$2.00","Thu Oct 22 19:50:19 PDT 2020","1830","BatchId:4227104;OriginalHitTemplateId:920937340;","3600","86400","Thu Nov 05 18:50:19 PST 2020","","","30BXRYBRPBNJLOPGWV507TDNZXMHWJ","A13T1DZG02HLNL","Approved","Fri Oct 23 22:57:24 PDT 2020","Fri Oct 23 23:13:58 PDT 2020","Sat Oct 24 23:13:58 PDT 2020","Sat Oct 24 19:01:23 PDT 2020","","","994","100% (1/1)","100% (1/1)","0% (0/0)","74660"
